attendance_binary,previous_attendance,previous_away_team_errors,previous_away_team_hits,previous_away_team_runs,game_type,previous_game_type,previous_home_team_errors,previous_home_team_hits,previous_home_team_runs,game_day,previous_game_day,temperature,wind_speed,sky,previous_game_duration,previous_homewin
1,36544,1,9,2,Day Game,Night Game,2,12,6,Sunday,Saturday,73,0,In Dome,2.966666667,1
0,33115,0,8,3,Day Game,Night Game,0,8,2,Sunday,Saturday,82,4,Sunny,3.283333333,0
0,27318,0,7,3,Day Game,Night Game,0,15,9,Sunday,Saturday,82,8,Sunny,2.85,1
1,37933,1,6,3,Night Game,Night Game,0,12,8,Sunday,Saturday,73,10,Sunny,3.05,1
0,34395,0,16,13,Day Game,Night Game,1,4,0,Sunday,Saturday,75,0,In Dome,2.533333333,0
0,33433,3,6,5,Day Game,Night Game,0,10,8,Saturday,Friday,88,8,Sunny,3.066666667,1
1,42534,2,9,8,Day Game,Night Game,1,15,15,Saturday,Friday,74,7,Cloudy,3.183333333,1
1,31853,0,17,12,Night Game,Night Game,0,6,1,Saturday,Friday,89,10,Sunny,3.283333333,0
1,40221,0,5,1,Night Game,Night Game,0,6,3,Saturday,Friday,87,7,Cloudy,2.433333333,1
1,41283,3,7,0,Night Game,Night Game,0,10,7,Saturday,Friday,64,13,Cloudy,2.85,1
1,31111,0,7,4,Night Game,Night Game,0,11,9,Saturday,Friday,84,12,Sunny,2.933333333,1
1,38423,3,7,4,Day Game,Night Game,1,18,14,Saturday,Friday,84,6,Sunny,2.85,1
1,25474,1,7,5,Night Game,Night Game,2,7,3,Saturday,Friday,76,7,Unknown,3.433333333,0
0,17775,2,6,6,Night Game,Night Game,1,13,7,Saturday,Friday,76,0,In Dome,3.866666667,1
1,48609,1,9,6,Day Game,Night Game,0,9,4,Saturday,Friday,73,6,Cloudy,3.633333333,0
1,25852,1,8,4,Night Game,Night Game,0,6,5,Saturday,Friday,73,0,In Dome,2.65,1
1,31357,0,4,2,Night Game,Night Game,0,9,4,Saturday,Friday,72,10,Overcast,2.833333333,1
0,25651,0,5,3,Night Game,Night Game,0,8,1,Saturday,Friday,84,13,Unknown,2.366666667,0
1,38134,1,9,6,Night Game,Night Game,0,15,3,Saturday,Friday,75,14,Cloudy,3.233333333,0
1,26087,0,12,3,Night Game,Night Game,0,7,4,Saturday,Friday,77,0,In Dome,3.783333333,1
1,39722,0,3,0,Night Game,Night Game,0,10,4,Friday,Thursday,94,3,Sunny,2.716666667,1
1,46273,1,11,6,Night Game,Night Game,0,7,3,Friday,Thursday,84,14,Cloudy,3.1,0
1,23768,2,2,0,Night Game,Night Game,0,8,9,Friday,Thursday,86,9,Unknown,2.566666667,1
1,40023,1,15,10,Night Game,Night Game,2,11,6,Friday,Thursday,81,3,Unknown,3.466666667,0
1,41377,0,4,2,Night Game,Night Game,0,3,0,Friday,Sunday,64,13,Cloudy,2.416666667,0
1,26612,2,4,1,Night Game,Day Game,0,5,5,Friday,Sunday,88,15,Cloudy,2.783333333,1
1,37736,0,11,7,Night Game,Day Game,1,9,4,Friday,Wednesday,89,11,Sunny,2.783333333,0
1,40053,0,4,1,Night Game,Night Game,1,19,8,Thursday,Wednesday,91,6,Cloudy,2.916666667,1
0,24309,1,14,9,Day Game,Night Game,1,8,4,Thursday,Wednesday,72,10,Overcast,3.066666667,0
0,26702,0,6,1,Night Game,Day Game,1,10,7,Thursday,Wednesday,81,7,Unknown,3.016666667,1
0,17894,0,8,0,Night Game,Night Game,1,7,3,Thursday,Wednesday,78,0,In Dome,2.583333333,1
1,43957,0,6,0,Night Game,Night Game,0,5,1,Thursday,Wednesday,72,8,Sunny,2.783333333,1
0,15630,0,10,5,Night Game,Night Game,0,7,3,Thursday,Wednesday,81,11,Unknown,2.733333333,0
0,15376,0,14,9,Night Game,Night Game,0,18,10,Thursday,Wednesday,77,0,In Dome,4.766666667,1
1,29107,2,5,1,Night Game,Day Game,0,9,9,Wednesday,Sunday,80,7,Cloudy,2.766666667,1
1,46696,0,8,2,Night Game,Night Game,0,10,7,Wednesday,Tuesday,76,11,Sunny,2.633333333,1
0,11249,0,5,2,Night Game,Night Game,1,6,1,Wednesday,Tuesday,72,0,In Dome,3.15,0
1,40082,0,12,7,Night Game,Night Game,0,9,4,Wednesday,Tuesday,90,8,Cloudy,3.2,0
1,24628,0,9,5,Day Game,Night Game,2,4,1,Wednesday,Tuesday,76,3,Sunny,2.75,0
1,33614,0,10,5,Day Game,Night Game,1,4,3,Wednesday,Tuesday,80,6,Sunny,2.916666667,0
0,28760,1,6,1,Day Game,Night Game,0,11,7,Wednesday,Tuesday,81,6,Cloudy,2.533333333,1
0,13141,1,4,1,Day Game,Night Game,0,13,9,Wednesday,Tuesday,62,8,Cloudy,2.716666667,1
0,24379,0,14,8,Night Game,Night Game,1,6,3,Wednesday,Tuesday,75,13,Overcast,2.75,0
0,21460,0,11,4,Day Game,Night Game,0,8,6,Wednesday,Tuesday,80,13,Unknown,3.483333333,1
0,18513,0,6,1,Night Game,Night Game,0,7,0,Wednesday,Tuesday,77,0,In Dome,2.833333333,0
1,46899,0,9,5,Night Game,Night Game,0,14,9,Wednesday,Tuesday,73,4,Sunny,3.6,1
0,16668,0,5,0,Night Game,Night Game,0,6,3,Wednesday,Tuesday,82,9,Overcast,2.65,1
0,18843,0,5,1,Night Game,Night Game,0,11,9,Wednesday,Tuesday,85,8,Cloudy,2.633333333,1
0,18780,0,12,7,Night Game,Night Game,2,5,4,Wednesday,Tuesday,79,0,In Dome,3.383333333,0
1,47261,2,7,2,Night Game,Day Game,2,11,9,Tuesday,Sunday,74,18,Sunny,2.983333333,1
0,13576,0,9,6,Night Game,Night Game,1,5,2,Tuesday,Monday,72,0,In Dome,3.216666667,0
1,40019,0,6,2,Night Game,Night Game,0,9,3,Tuesday,Wednesday,75,9,Unknown,2.7,1
0,24384,0,9,5,Night Game,Night Game,0,10,7,Tuesday,Monday,75,4,Sunny,2.933333333,1
1,31707,1,11,5,Night Game,Night Game,0,6,1,Tuesday,Monday,74,9,Sunny,3.316666667,0
0,24017,2,5,3,Night Game,Night Game,1,5,1,Tuesday,Monday,81,5,Cloudy,2.283333333,0
0,10114,1,7,1,Night Game,Night Game,0,4,0,Tuesday,Monday,60,13,Cloudy,2.483333333,0
0,31730,1,16,11,Night Game,Day Game,4,6,4,Tuesday,Sunday,79,19,Overcast,3.116666667,0
0,20458,2,7,2,Night Game,Night Game,0,4,4,Tuesday,Monday,80,13,Sunny,2.9,1
0,21401,0,11,4,Night Game,Day Game,0,9,5,Tuesday,Sunday,80,0,In Dome,2.816666667,1
1,43468,0,16,11,Night Game,Day Game,2,7,3,Tuesday,Sunday,75,6,Sunny,3.65,0
0,15690,1,21,18,Night Game,Day Game,0,14,9,Tuesday,Monday,80,4,Cloudy,4.033333333,0
0,23030,1,10,2,Night Game,Day Game,0,11,4,Tuesday,Sunday,80,4,Cloudy,2.7,1
0,31660,0,5,3,Night Game,Night Game,0,5,4,Tuesday,Monday,78,7,Sunny,2.516666667,1
0,15789,0,12,8,Night Game,Night Game,0,16,9,Tuesday,Monday,77,0,In Dome,3.3,1
0,17685,1,7,4,Night Game,Day Game,0,8,8,Monday,Sunday,72,0,In Dome,3.016666667,1
0,35833,1,10,7,Night Game,Day Game,0,11,6,Monday,Sunday,69,4,Sunny,3.216666667,0
1,28150,0,5,1,Night Game,Day Game,1,11,9,Monday,Sunday,73,9,Sunny,2.5,1
0,28616,2,6,3,Night Game,Day Game,2,5,2,Monday,Sunday,76,5,Cloudy,2.916666667,0
0,21203,0,12,8,Night Game,Day Game,0,9,4,Monday,Sunday,58,15,Unknown,2.85,0
0,30103,0,7,3,Night Game,Day Game,0,8,7,Monday,Sunday,77,7,Sunny,2.866666667,1
0,28752,0,8,4,Day Game,Day Game,0,9,0,Monday,Sunday,76,3,Cloudy,2.916666667,0
1,29734,0,9,5,Night Game,Night Game,1,6,3,Monday,Sunday,80,5,Cloudy,2.533333333,0
0,18469,0,10,5,Night Game,Night Game,0,12,13,Monday,Wednesday,78,0,In Dome,2.883333333,1
0,16505,0,9,2,Day Game,Night Game,1,12,8,Sunday,Saturday,72,0,In Dome,2.933333333,1
1,41125,0,13,9,Night Game,Day Game,0,11,5,Sunday,Saturday,65,14,Unknown,3.35,0
1,29170,1,7,2,Day Game,Night Game,0,12,8,Sunday,Saturday,66,1,Unknown,2.883333333,1
0,32599,1,4,2,Day Game,Night Game,4,3,1,Sunday,Saturday,78,12,Sunny,2.866666667,0
0,37828,0,6,3,Day Game,Night Game,1,4,1,Sunday,Saturday,74,9,Unknown,2.5,0
0,32288,0,9,2,Day Game,Night Game,0,11,4,Sunday,Saturday,89,9,Cloudy,2.933333333,1
1,37886,0,8,3,Day Game,Night Game,0,6,2,Sunday,Saturday,74,14,Cloudy,2.6,0
1,48113,0,15,9,Day Game,Night Game,2,5,2,Sunday,Saturday,86,5,Sunny,3.083333333,0
0,33604,2,14,6,Day Game,Night Game,0,6,5,Sunday,Saturday,75,19,Cloudy,3,0
0,29735,0,3,1,Day Game,Night Game,0,18,11,Sunday,Saturday,77,12,Cloudy,2.883333333,1
0,21178,0,6,2,Day Game,Night Game,0,10,6,Sunday,Saturday,71,12,Cloudy,2.55,1
0,39373,0,14,12,Night Game,Night Game,1,7,2,Sunday,Saturday,79,2,Overcast,3.35,0
0,42421,1,17,11,Day Game,Night Game,0,12,9,Sunday,Saturday,87,9,Cloudy,3.433333333,0
1,44129,0,8,5,Day Game,Night Game,1,4,1,Sunday,Saturday,83,6,Cloudy,2.85,0
0,15109,1,11,6,Night Game,Night Game,0,6,2,Saturday,Friday,72,0,In Dome,2.933333333,0
1,41434,2,11,1,Day Game,Night Game,0,15,8,Saturday,Friday,63,10,Overcast,2.9,1
0,37758,3,11,6,Night Game,Night Game,0,11,7,Saturday,Friday,82,4,Sunny,3.35,1
1,26080,0,13,4,Night Game,Night Game,1,11,7,Saturday,Friday,75,13,Sunny,3.966666667,1
1,32357,1,16,6,Night Game,Night Game,2,12,5,Saturday,Friday,84,10,Cloudy,3.6,0
1,20627,0,9,4,Night Game,Night Game,0,11,3,Saturday,Friday,85,7,Cloudy,3.9,0
0,28463,0,7,4,Night Game,Night Game,0,12,5,Saturday,Friday,76,13,Sunny,3.733333333,1
1,36108,1,16,10,Night Game,Night Game,0,4,2,Saturday,Friday,75,14,Overcast,2.766666667,0
1,43950,2,12,6,Night Game,Night Game,0,11,7,Saturday,Friday,76,5,Sunny,3.783333333,1
1,30665,2,5,2,Night Game,Night Game,0,6,3,Saturday,Friday,85,21,Cloudy,2.45,1
0,28184,0,10,2,Night Game,Night Game,0,12,9,Saturday,Friday,76,9,Overcast,3.65,1
0,20011,1,11,9,Night Game,Night Game,1,2,0,Saturday,Friday,78,17,Overcast,2.383333333,0
1,34422,1,18,15,Night Game,Night Game,0,10,8,Saturday,Friday,86,3,Cloudy,3.05,0
1,30292,2,12,7,Night Game,Night Game,2,7,6,Saturday,Friday,79,5,Cloudy,3.6,0
1,40256,0,15,7,Night Game,Night Game,1,6,0,Saturday,Friday,80,8,Sunny,2.916666667,0
0,10251,0,5,0,Night Game,Day Game,0,6,2,Friday,Wednesday,72,0,In Dome,2.533333333,1
1,41517,0,13,7,Night Game,Night Game,0,17,10,Friday,Thursday,60,13,Cloudy,3.5,1
1,28742,0,4,1,Night Game,Night Game,0,10,3,Friday,Wednesday,90,2,Sunny,3.1,1
0,32103,1,14,8,Night Game,Night Game,1,12,9,Friday,Thursday,74,13,Sunny,3.816666667,1
1,32071,0,4,0,Night Game,Day Game,0,9,4,Friday,Thursday,83,8,Cloudy,2.616666667,1
0,29187,1,7,4,Night Game,Night Game,0,9,5,Friday,Thursday,87,6,Unknown,2.9,1
0,30599,1,5,1,Night Game,Night Game,0,7,8,Friday,Thursday,84,14,Cloudy,2.25,1
1,34649,0,9,3,Night Game,Day Game,0,10,4,Friday,Thursday,79,8,Unknown,3.383333333,1
1,25308,0,13,10,Night Game,Day Game,1,11,12,Friday,Wednesday,53,8,Unknown,3.866666667,1
0,13973,1,6,2,Night Game,Night Game,1,8,3,Thursday,Wednesday,82,7,Cloudy,3.116666667,1
1,40310,0,4,1,Day Game,Night Game,0,8,6,Thursday,Wednesday,84,9,Sunny,2.833333333,1
0,26160,1,13,8,Night Game,Night Game,0,4,1,Thursday,Wednesday,87,7,Cloudy,2.2,0
0,19304,0,14,10,Night Game,Night Game,0,8,3,Thursday,Wednesday,74,4,Drizzle,3.4,0
1,36950,0,10,4,Night Game,Night Game,0,14,3,Thursday,Wednesday,80,7,Sunny,3.616666667,0
0,21877,0,11,4,Night Game,Night Game,1,6,5,Wednesday,Tuesday,79,10,Overcast,3.666666667,1
0,10793,0,7,1,Day Game,Night Game,1,16,15,Wednesday,Tuesday,72,0,In Dome,3.3,1
1,41185,2,8,4,Day Game,Night Game,0,8,3,Wednesday,Tuesday,65,9,Cloudy,3.2,0
0,28118,1,13,15,Night Game,Night Game,1,8,5,Wednesday,Tuesday,88,7,Cloudy,3.5,0
1,31874,0,15,12,Day Game,Night Game,1,8,6,Wednesday,Tuesday,85,16,Cloudy,3.15,0
0,30438,1,9,8,Day Game,Night Game,0,9,5,Wednesday,Tuesday,73,0,In Dome,3.1,0
0,28663,0,6,6,Night Game,Night Game,1,3,1,Wednesday,Tuesday,75,1,Overcast,2.716666667,0
0,29209,0,9,2,Day Game,Night Game,0,9,6,Wednesday,Tuesday,85,4,Sunny,2.9,1
0,13857,1,7,1,Night Game,Night Game,0,11,3,Wednesday,Tuesday,81,6,Cloudy,3.133333333,1
0,14440,0,9,3,Night Game,Night Game,0,8,6,Wednesday,Tuesday,80,6,Overcast,2.566666667,1
1,41148,0,3,0,Night Game,Day Game,1,6,4,Wednesday,Tuesday,81,3,Cloudy,3.2,1
0,26014,0,7,5,Night Game,Night Game,0,4,3,Wednesday,Tuesday,89,3,Unknown,3.083333333,0
0,17611,0,11,4,Night Game,Night Game,0,6,2,Wednesday,Tuesday,89,7,Cloudy,3.466666667,0
0,20790,2,12,7,Night Game,Night Game,2,9,5,Wednesday,Tuesday,79,0,In Dome,3.4,0
1,37546,0,10,6,Night Game,Night Game,2,8,7,Wednesday,Tuesday,82,5,Sunny,3.05,1
0,22845,1,6,2,Night Game,Night Game,1,10,5,Tuesday,Monday,79,10,Overcast,2.7,1
0,10417,0,3,2,Night Game,Night Game,0,8,8,Tuesday,Monday,72,0,In Dome,2.833333333,1
1,41850,1,12,8,Night Game,Night Game,0,12,5,Tuesday,Monday,62,14,Sunny,3.45,0
0,20068,4,12,6,Night Game,Day Game,1,10,7,Tuesday,Sunday,89,10,Unknown,3.55,1
1,36015,0,3,0,Night Game,Night Game,0,8,1,Tuesday,Monday,83,8,Cloudy,2.916666667,1
1,33909,0,15,5,Night Game,Day Game,1,11,3,Tuesday,Sunday,73,0,In Dome,3.95,0
0,29803,1,9,3,Night Game,Night Game,1,6,1,Tuesday,Monday,77,12,Cloudy,2.966666667,0
0,27818,0,10,5,Night Game,Night Game,0,10,4,Tuesday,Monday,84,7,Unknown,3.433333333,0
0,19174,0,10,3,Night Game,Day Game,0,6,2,Tuesday,Monday,77,14,Overcast,2.95,0
0,16918,2,9,6,Night Game,Night Game,1,7,3,Tuesday,Monday,76,6,Overcast,3.683333333,0
1,41019,0,10,6,Night Game,Night Game,1,8,4,Tuesday,Sunday,76,3,Sunny,3.033333333,0
1,39420,0,6,1,Day Game,Night Game,1,10,4,Tuesday,Tuesday,80,5,Cloudy,3.35,1
0,28762,0,11,5,Night Game,Night Game,0,9,3,Tuesday,Thursday,90,11,Cloudy,2.433333333,0
0,20527,2,5,2,Night Game,Night Game,2,6,5,Tuesday,Thursday,83,5,Overcast,2.916666667,1
0,17340,2,12,6,Night Game,Night Game,1,16,10,Tuesday,Monday,80,0,In Dome,3.483333333,1
1,35840,0,9,3,Night Game,Night Game,0,4,2,Tuesday,Monday,84,7,Sunny,3.016666667,0
0,35458,0,13,7,Night Game,Day Game,1,4,0,Monday,Sunday,75,7,Unknown,2.433333333,0
0,12649,0,12,6,Night Game,Day Game,2,8,3,Monday,Sunday,72,0,In Dome,3.483333333,0
1,41268,1,15,8,Night Game,Day Game,1,14,7,Monday,Sunday,64,13,Sunny,3.233333333,0
1,41473,0,15,12,Night Game,Day Game,1,7,3,Monday,Sunday,87,5,Cloudy,2.9,0
0,32074,2,5,3,Night Game,Day Game,0,11,1,Monday,Sunday,76,11,Unknown,2.833333333,0
0,27671,0,11,7,Night Game,Day Game,0,11,5,Monday,Tuesday,82,7,Unknown,3.233333333,0
0,18979,0,5,4,Day Game,Day Game,0,11,5,Monday,Sunday,79,5,Unknown,2.783333333,1
0,21119,0,5,0,Night Game,Day Game,0,11,7,Monday,Thursday,74,6,Overcast,2.55,1
0,24021,3,5,3,Night Game,Day Game,1,12,9,Monday,Sunday,80,0,In Dome,3.516666667,1
0,38490,1,11,6,Day Game,Night Game,1,11,7,Sunday,Saturday,96,9,Cloudy,3.116666667,1
1,47505,0,7,2,Day Game,Day Game,0,7,4,Sunday,Saturday,77,8,Cloudy,2.583333333,1
1,37792,0,14,2,Day Game,Night Game,0,3,0,Sunday,Saturday,86,13,Unknown,2.9,0
1,41456,0,5,2,Day Game,Night Game,0,7,6,Sunday,Saturday,62,13,Cloudy,2.983333333,1
0,23203,0,13,3,Day Game,Night Game,0,6,6,Sunday,Saturday,95,13,Cloudy,3.333333333,1
0,35067,0,9,4,Day Game,Night Game,0,11,3,Sunday,Saturday,65,12,Sunny,2.966666667,0
0,36854,3,5,2,Day Game,Night Game,0,7,3,Sunday,Saturday,96,11,Cloudy,3.366666667,1
1,41682,0,6,4,Day Game,Day Game,0,11,8,Sunday,Saturday,95,12,Sunny,2.666666667,1
1,30147,0,8,3,Day Game,Night Game,2,12,5,Sunday,Saturday,78,6,Cloudy,2.583333333,1
1,30357,0,16,11,Day Game,Night Game,2,14,5,Sunday,Saturday,82,7,Cloudy,3.483333333,0
0,20006,0,10,8,Day Game,Night Game,0,14,7,Sunday,Saturday,75,0,In Dome,3.383333333,0
1,40563,3,10,4,Day Game,Day Game,0,17,8,Sunday,Saturday,90,6,Sunny,3.9,1
0,30409,2,1,1,Day Game,Night Game,0,14,5,Sunday,Saturday,75,10,Overcast,3.066666667,1
1,41278,1,8,8,Night Game,Day Game,0,8,4,Sunday,Saturday,78,6,Unknown,2.833333333,0
1,37653,1,5,3,Day Game,Night Game,1,8,6,Sunday,Saturday,92,15,Cloudy,3.2,1
1,29089,0,9,8,Night Game,Night Game,0,9,5,Saturday,Friday,96,11,Sunny,3.25,0
1,46330,0,12,5,Day Game,Night Game,1,7,3,Saturday,Friday,68,0,In Dome,2.816666667,0
1,31190,0,7,5,Night Game,Night Game,2,13,8,Saturday,Friday,90,15,Cloudy,3,1
1,41479,0,10,5,Night Game,Night Game,1,5,2,Saturday,Friday,62,13,Sunny,3.016666667,0
0,23600,3,8,6,Night Game,Night Game,1,11,10,Saturday,Friday,93,11,Cloudy,3.416666667,1
1,14073,0,4,3,Night Game,Night Game,0,12,6,Saturday,Friday,66,6,Sunny,2.316666667,1
1,24422,0,6,8,Night Game,Night Game,0,8,6,Saturday,Friday,91,13,Sunny,3.116666667,0
1,46459,0,4,3,Day Game,Night Game,0,8,6,Saturday,Friday,95,9,Cloudy,2.85,1
1,24617,0,11,7,Night Game,Night Game,1,5,3,Saturday,Friday,79,10,Cloudy,2.8,0
1,24553,1,12,7,Night Game,Night Game,2,6,4,Saturday,Friday,81,9,Cloudy,3.383333333,0
0,21090,0,12,4,Night Game,Night Game,0,4,2,Saturday,Friday,78,0,In Dome,3.366666667,0
1,47438,0,7,5,Day Game,Night Game,0,12,1,Saturday,Friday,85,5,Sunny,2.95,0
1,27014,2,8,3,Night Game,Night Game,0,17,13,Saturday,Friday,75,14,Unknown,3.216666667,1
1,40848,0,6,2,Day Game,Day Game,2,14,13,Saturday,Friday,83,11,Unknown,2.983333333,1
1,37555,2,12,4,Night Game,Night Game,0,11,9,Saturday,Friday,68,12,Unknown,2.883333333,1
0,30185,0,10,4,Night Game,Day Game,0,11,7,Friday,Wednesday,94,4,Cloudy,2.866666667,1
1,40597,0,10,3,Day Game,Night Game,0,11,4,Friday,Thursday,76,5,Overcast,3.916666667,1
1,38161,0,7,4,Night Game,Night Game,0,9,2,Friday,Thursday,85,17,Unknown,3.033333333,0
0,29866,1,6,4,Day Game,Night Game,3,9,5,Thursday,Wednesday,98,6,Sunny,3.45,1
1,29623,0,6,4,Day Game,Night Game,2,2,0,Thursday,Wednesday,86,5,Cloudy,2.95,0
0,13481,0,7,0,Day Game,Night Game,0,4,1,Thursday,Wednesday,70,10,Sunny,2.4,1
1,31277,0,11,3,Day Game,Night Game,1,6,2,Thursday,Wednesday,93,7,Cloudy,4.05,0
0,22261,0,12,7,Night Game,Night Game,1,9,5,Thursday,Tuesday,81,6,Overcast,3.066666667,0
0,24935,1,16,10,Day Game,Night Game,2,9,2,Thursday,Thursday,77,8,Cloudy,2.766666667,0
1,20035,1,9,3,Day Game,Night Game,0,10,4,Thursday,Wednesday,88,15,Cloudy,2.833333333,1
1,25188,1,13,2,Night Game,Night Game,0,12,3,Thursday,Wednesday,94,13,Sunny,4.566666667,1
0,19193,1,7,2,Night Game,Day Game,0,11,9,Thursday,Thursday,83,5,Unknown,3.266666667,1
1,41015,1,6,1,Night Game,Night Game,0,7,3,Thursday,Wednesday,87,9,Cloudy,2.833333333,1
1,37779,0,15,9,Night Game,Night Game,0,9,4,Thursday,Wednesday,94,14,Cloudy,4.25,0
1,30978,2,5,3,Day Game,Night Game,1,6,1,Wednesday,Tuesday,91,11,Unknown,2.916666667,0
1,43134,0,15,9,Night Game,Night Game,2,6,2,Wednesday,Tuesday,84,10,Sunny,2.933333333,0
0,32806,0,4,3,Night Game,Day Game,1,9,5,Wednesday,Sunday,99,11,Cloudy,2.366666667,1
1,40113,0,11,7,Night Game,Night Game,2,9,4,Wednesday,Tuesday,92,8,Cloudy,2.95,0
0,19713,1,16,5,Night Game,Night Game,0,16,6,Wednesday,Tuesday,73,6,Cloudy,4.85,1
0,30269,2,7,4,Night Game,Night Game,0,10,6,Wednesday,Tuesday,81,3,Unknown,3.233333333,1
0,13573,0,3,1,Night Game,Night Game,0,6,2,Wednesday,Tuesday,61,14,Sunny,2.416666667,1
1,31884,1,8,5,Night Game,Night Game,1,6,3,Wednesday,Tuesday,84,5,Unknown,3.066666667,0
0,20048,0,6,2,Night Game,Night Game,1,4,1,Wednesday,Tuesday,88,14,Sunny,2.883333333,0
0,19636,0,3,0,Day Game,Night Game,1,4,2,Wednesday,Tuesday,79,0,In Dome,2.966666667,1
1,42859,0,9,3,Day Game,Night Game,0,13,9,Wednesday,Tuesday,81,7,Sunny,3.283333333,1
0,27134,1,14,7,Night Game,Night Game,0,10,5,Wednesday,Tuesday,91,11,Cloudy,3.083333333,0
1,41227,1,3,1,Night Game,Night Game,0,8,5,Wednesday,Tuesday,84,5,Sunny,2.366666667,1
1,38089,0,7,3,Night Game,Night Game,1,9,5,Wednesday,Tuesday,79,12,Unknown,3.216666667,1
1,32790,0,5,0,Night Game,Day Game,1,2,1,Tuesday,Sunday,79,3,Overcast,2.716666667,1
1,43812,0,9,5,Night Game,Night Game,0,12,7,Tuesday,Monday,77,6,Unknown,3.216666667,1
1,40616,1,8,4,Night Game,Night Game,0,9,5,Tuesday,Monday,88,5,Sunny,3.166666667,1
0,20002,0,5,0,Night Game,Night Game,0,7,3,Tuesday,Monday,70,1,Unknown,2.5,1
1,32947,0,8,7,Night Game,Day Game,2,6,3,Tuesday,Sunday,86,5,Unknown,3.283333333,0
0,10407,0,7,2,Night Game,Night Game,0,7,3,Tuesday,Monday,64,11,Sunny,2.483333333,1
1,42819,2,6,1,Night Game,Night Game,0,10,7,Tuesday,Tuesday,83,11,Unknown,2.65,1
0,20978,1,4,1,Night Game,Night Game,0,11,3,Tuesday,Monday,85,7,Cloudy,2.3,1
0,20976,0,10,4,Night Game,Night Game,1,8,3,Tuesday,Monday,84,13,Cloudy,3.516666667,0
0,22806,0,18,8,Night Game,Night Game,1,13,7,Tuesday,Monday,78,0,In Dome,5.566666667,0
1,48370,0,8,4,Night Game,Night Game,1,11,9,Tuesday,Monday,75,8,Sunny,2.833333333,1
0,25830,2,6,1,Night Game,Day Game,0,11,7,Tuesday,Sunday,88,6,Cloudy,2.65,1
0,31768,0,6,4,Day Game,Night Game,0,8,3,Tuesday,Monday,91,5,Sunny,3.066666667,0
1,41147,1,11,4,Night Game,Day Game,0,9,5,Tuesday,Wednesday,82,3,Unknown,3.316666667,1
1,46792,0,8,6,Night Game,Day Game,0,6,2,Monday,Sunday,79,5,Sunny,3.783333333,0
1,42960,1,11,6,Night Game,Day Game,0,9,3,Monday,Sunday,83,7,Cloudy,2.95,0
0,44812,0,5,1,Night Game,Day Game,1,7,3,Monday,Sunday,70,4,Unknown,2.516666667,1
0,23450,0,10,3,Night Game,Day Game,0,4,1,Monday,Sunday,61,14,Sunny,2.883333333,0
0,29670,0,9,4,Night Game,Day Game,4,9,6,Monday,Sunday,80,11,Cloudy,2.65,1
0,32405,1,5,2,Night Game,Day Game,1,8,4,Monday,Sunday,80,11,Sunny,3.066666667,1
0,23666,1,6,4,Night Game,Day Game,2,9,5,Monday,Sunday,76,0,In Dome,2.7,1
1,50640,3,6,5,Night Game,Day Game,0,9,8,Monday,Sunday,74,5,Sunny,3.383333333,1
1,40875,0,17,10,Night Game,Day Game,2,9,7,Monday,Sunday,88,5,Unknown,3.483333333,0
1,36404,0,14,7,Day Game,Night Game,0,8,1,Sunday,Saturday,87,5,Sunny,3.483333333,0
0,15603,2,7,3,Day Game,Night Game,1,10,7,Sunday,Saturday,72,0,In Dome,3.15,1
1,45468,0,15,13,Day Game,Night Game,2,11,5,Sunday,Saturday,84,2,Cloudy,3.35,0
1,45618,1,10,6,Day Game,Night Game,0,10,8,Sunday,Saturday,65,1,Unknown,3.016666667,1
1,37453,0,9,7,Day Game,Night Game,3,14,9,Sunday,Saturday,75,8,Sunny,3.283333333,1
1,34259,1,7,3,Day Game,Night Game,0,9,5,Sunday,Saturday,81,4,Cloudy,2.633333333,1
0,32358,0,8,4,Day Game,Day Game,1,4,0,Sunday,Saturday,63,4,Sunny,2.933333333,0
1,37264,0,10,5,Day Game,Day Game,0,6,2,Sunday,Saturday,85,6,Sunny,2.983333333,0
1,47696,0,5,0,Day Game,Day Game,0,11,3,Sunday,Saturday,79,7,Sunny,2.9,1
0,35986,0,5,2,Day Game,Night Game,1,11,4,Sunday,Saturday,71,10,Overcast,2.6,1
1,42272,0,13,3,Day Game,Night Game,0,9,2,Sunday,Saturday,73,0,In Dome,3.116666667,0
1,41053,0,14,5,Day Game,Night Game,3,10,6,Sunday,Saturday,80,7,Sunny,3.316666667,1
1,37699,0,10,6,Day Game,Night Game,1,17,12,Sunday,Saturday,82,5,Sunny,3.416666667,1
1,28491,0,6,2,Day Game,Night Game,1,10,4,Sunday,Saturday,79,3,Unknown,2.933333333,1
0,29370,3,19,15,Day Game,Night Game,0,8,6,Sunday,Saturday,77,0,In Dome,4,0
1,34036,1,4,1,Night Game,Night Game,0,6,5,Saturday,Friday,84,10,Cloudy,2.433333333,1
0,12161,0,10,6,Night Game,Night Game,1,7,2,Saturday,Friday,72,0,In Dome,2.95,0
1,42421,0,3,0,Night Game,Night Game,0,2,1,Saturday,Friday,84,9,Cloudy,2.466666667,1
1,40354,1,3,4,Night Game,Night Game,1,14,6,Saturday,Friday,70,2,Cloudy,2.866666667,1
1,27521,0,6,5,Night Game,Night Game,0,10,4,Saturday,Friday,76,10,Cloudy,2.916666667,0
